stockname,PE,MCap,AvgVol
INTLCONV,-29.924242,1333124992,1114
JAYSHREETEA,-36.736504,2987377408,97408
MODRNSH,33.27394,43790932,57
OSEASPR,0,0,0
PAPERPROD,22.339828,20257536000,6004
PREMSYN,27,98366400,1374
RJSHAH,0,0,0
SHAHCON,0,0,0
SHALPAINTS,0,0,61142
SINNAR,0,0,0
HINDMILL,0,0,248
ZSOUTGAS,0,0,0
SUPREMEIND,39.094864,1.15328E+11,6301
THACKER,0,0,0
TRADWIN,0,0,1
VSTIND,0,0,884
SWASTIVI,17.692308,161000000,30770
MADHUSE,0,0,0
YAMNINV,0,0,138005
ZMILGFIN,0,0,0
ZSUBWAYF,0,0,0
JINDRILL,3.9499433,5031119360,16344
ZARCOLEA,0,0,0
KUSUMEL,0,0,0
JUMBFNL,0,0,0
SAKTHIFIN,0,0,13235
DHFL,0,0,253543
WEIZFIN,0,0,0
SATINDLTD,-35.028572,685334016,8521
JMDTELEFILM,24.307693,227981360,4001
TVOLCON,0,0,0
SHIVTEX,0,0,10454
VBDESAI,13.627119,36404236,604
QUADRANT,0,0,20450
1STCUS,0,0,264
KAMANWALA,11.932773,200123440,2874
KOTHARIFIN,0,0,1
BAJRFIN,0,0,0
ASYAINFO,0,0,25109
WSFIN,23.849558,311860032,4431
REMITR,0,0,0
ANJANIFOODS,0,0,38
HIMALFD,0,0,0
PARSHWANA,0,0,51
SURYAKR,0,0,200
MILLENNIUM,0,0,0
CANFINHOME,27.946558,43906027520,7366
MUNCAPM,0,0,0
IVC,0,0,132690
SRTRANSFIN,0,0,47792
CHOLAFIN,0,0,83444
SAGARSYST,0,0,0
MEFCOM,271,7723497,563
GRUH,0,0,38456
VLSFINANCE,0,0,138021
INDCEMCAP,25.785713,78359376,967
KAILASH,-64,375718368,43459
ADMANUM,89.55882,228375008,273
MEGLON,0,0,3
MEHIF,3.1407034,12500000,94
VIDEOIND,0,0,68991
INTRGLB,3.8750637,104108296,361
DFLINFRA,0,0,30
BALATECGL,-21.111113,10818600,1111
MUNOTHI,0,0,409
SHRISTI,298.18628,6752130048,2865
CREST,0,0,6857
ATNINTER,0,0,3351
VAKRANGEE,0,0,2007168
DHARFIN,6.507693,21126312,558
RUDRAKSH,0,0,26722
INDBANK,0,0,20521
VCKCAP,-8,10860348,361
BHARAT,10.314961,44283240,935
CAPITALT,35.51808,7491425792,7027
USHAKIRA,-83.333336,12150000,6
VIVOBIOT,0,0,0
VEERHEALTH,0,0,54536
PANINDIAC,-0.55102044,57849124,7804
SAHARAHOUS,34.01487,640499968,3152
NDASEC,0,0,0
GSBFIN,18.424242,36480000,383
MORARKFI,475,42769952,149
MONARCH,0,0,12831
PROFINC,2760,726832192,4596
TIMESGTY,0,0,448
SODFC,10.473684,39831444,380
SAVFI,29.166668,28000000,335
REGTRUS,226,22600000,2990
AVONMORE,0,0,17942
LIBORDFIN,0,0,606
PALSOFT,-1.8181818,12012400,112
YASHMGM,-15.625,48509000,668
ARIHCAPM,12.723166,1231656832,8357
BIRSHLEDU,-2.7340424,53830192,6198
ISLCONSUL,0,0,6147
DCMFINSERV,0,0,3288
JIKIND,0,0,7231
RRFIN,-16.235294,122110128,160
IMCAP,0,0,1184
SAMBHAAV,0,0,35668
SANGHCO,0,0,0
WISEC,-13.770834,71388664,9
SUGALDAM,5.2159095,57375092,167
NETTLINX,72.03448,1197341696,9369
BGIL,191,21635716,1625
SCANSTL,0,0,3216
GICHSGFIN,0,0,24169
IFLPROMOT,34,15498560,8943
MATHEWE,122.3494,675307520,753
WARNER,-12.999999,24492000,3269
AJCON,350,128440200,838
CHRTEDCA,9.366603,146966080,105
BHAGYFN,-519.2308,283508032,2
STANCAP,0,0,304
PARSHINV,16.16,24428264,54
ACTIONFI,214.66667,112033400,0
CUBIFIN,-37.857143,172700512,3425
RELICTEC,435,62640000,1110
NIMBSPROJ,0,0,140
ESCORTSFIN,0,0,122967
CAPMANFI,3.6791043,17372334,69
BALFC,11.47651,518129984,222
VIPUL,-105.18293,10348619776,193236
KZLFIN,28.20513,33453200,806
TRCFIN,94,14102538,429
PASUFIN,0,0,0
USHDI,0,0,0
MEHSECU,0,0,37
MEHTAHG,56.818184,19262500,0
CHOKSEC,3.75,112059224,187
SAHLIBHFI,9.117222,315195296,2969
ABIRAFN,18.326529,53483816,75
MANSIFIN,5.0431967,82539920,468
SEVENHILL,0,0,0
UPASAFN,14.245284,64597800,1956
MUTHTFN,10.299093,2353579520,2608
MASTERTR,8.757576,314333728,299
AMANITRA,0,0,0
SOBME,0,0,0
CNIRESLTD,-72.75,334079648,40154
ZSARACOM,0,0,0
WINROC,0,0,0
NDMETAL,0,0,0
INERTIAST,0,0,0
PHTRADING,0,0,0
ASWTR,0,0,0
ROYALIND,0,0,276
LUHARUKA,0,0,1312
ZSANMCOM,0,0,0
AYOME,0,0,0
VISTR,0,0,0
MRUTR,0,0,0
DECNGOLD,-71.18421,4827202048,272276
UPL,0,0,0
ANSHNCO,0,0,0
CRANESSOFT,0,0,50410
PUNITCO,0,0,0
TRIPR,0,0,0
NIDHGRN,39.354836,27449998,49
PROAIMENT,0,0,112
AVIVA,-115.34391,32678198,1275
TWIROST,0,0,0
DELINFRA,0,0,0
SIGNETIND,0,0,61031
ENSSI,-5.138889,9054048,227
AVANCE,-51.666668,614395200,151866
SPECMKT,0,0,0
TERRAREAL,0,0,0
8KMILES,0,0,8242
EXTCO,0,0,0
ABANSENT,0,0,0
MATRAREAL,-8.8,5399944,2193
CAPRICORN,0,0,34
VAMA,182.96297,519095232,5707
SUNTECK,9.385477,15276389376,78986
BENTCOM,0,0,0
SILVERO,0,0,5
CLASELE,0,0,0
VORACON,0,0,42
TARCF,0,0,0
VERITAS,5.8352456,3477256960,59
JAYTEX,-31.645569,19113355264,9
JAICORPLTD,0,0,295816
ZNIVITRD,0,0,0
ASHCAP,-36.6,146400000,57336
SVARTCORP,0,0,111471
BAJGLOB,0,0,0
MMWL,0,0,315139
TASHIND,0,0,0
ARONICOMM,2.7358491,328968736,219
NNTL,0,0,108
SHIRPUR-G,0,0,0
ZSPEEDCO,0,0,0
BHAGYNAGAR,0,0,2011
WHELTEX,377.99997,207900000,414
STERLINBIO,-0.29206532,1105010176,73146
CHMBBRW,517.2414,112343848,51350
TYPHOON,0,0,0
ROSETEX,0,0,0
BIJLTEX,0,0,0
JARITEX,0,0,0
BIRLACAP,-11.333334,15951304,7716
MAHSHRE,0,0,0
CESL,0,0,0
ARAVALIS,-0.27063936,66054004,72
SWORDEDGE,0,0,55
ZSHERAPR,0,0,0
ENNORE,-0.15409072,112685000,2029
INNOVENT,0,0,0
MAGANTR,0,0,0
CRESSAN,-290.00003,880376192,177
ZNIVEMER,8.578856,490561344,0
SHARDUL,13.687943,675438208,365
KAPASHI,0,0,0
IPOWER,79.57447,16639260,134
UNIWSEC,0,0,0
RAJSAN,0,0,0
SPECTACLE,-0.82352936,36015000,418
MERCTRD,0,0,0
TRITRADE,0,0,205555
NIRAVCOM,30.568445,51646000,8
APOLLOFI,6.76087,58172708,421
ENBETRD,0,0,0
GANONTR,0,0,0
DEVITRD,0,0,0
SHRJAGP,7.2332635,363369408,43
LLOYDSME,0,0,142159
PUNCTRD,0,0,0
SHRGLTR,-54.782608,2871552512,799
BETXIND,0,0,68
GYTRIPA,0,0,0
POLYTEX,0,0,482
DHANCOT,0,0,0
REMIELEK,0,0,0
OASISEC,-17.433863,60957500,348
GARNETINT,191.30435,1369500032,497
SHALPRO,490,482320736,805991
MEENST,0,0,0
VARUNME,0,0,0
DONEAR,51.71296,2904199936,153989
SUPER,0,0,2590
SEQUENT,0,0,31851
STCINDIA,0,0,65397
ASAHINFRA,11.956522,38587560,6392
ZENITHEXPO,0,0,139
KOHINOOR,-8.586156,2054579456,36390
RTEXPO,499,39720400,166
AVANTI,0,0,11011
GUJNRECOKE,0,0,577779
ZODJRDMKJ,0,0,2801
SITAENT,49.545452,32699998,181
PULSRIN,0,0,0
UNIMOVR,-23.75,9519969,69
KEYCORPSER,0,0,0
ADANIENT,0,0,496047
MACINTR,0,0,2072
HARIAEXPO,0,0,1385
BHANDHOS,13.668122,458629536,265797
RLF,-1.5104167,14483876,321
REGENTRP,0,0,2434
ORBTEXP,16.019716,3731312128,2736
SAVERA,0,0,1011
VBCFERROQ,-3.7541807,197306320,1244
TATASPONGE,30.50374,9418639360,92169
ZJEETMAC,0,0,0
NBVENTURES,0,0,138741
ZHINUDYP,0,0,0
REMIEDEL,-3.3606558,204639200,528
GSAUTO,-49.21875,228604944,21838
TRANSFRE,-8.306123,29638556,152
SHBCLQ,17.03271,699891072,25717
GANDHITUBE,0,0,2962
AMFORG,5.2,46239024,4987
ABCGAS,-19.394512,40590000,301
ORICON,58.99602,9320798208,147178
BALASORE,8.940001,1584400512,87117
ACROW,0.9919177,120960000,431
STINDIA,0,0,624
STLSTRINF,4.36859,117804088,2344
NATNLSTEEL,0,0,20764
UTTAMSTL,0,0,89060
PENIND,0,0,57548
JYOTISTRUC,0,0,251360
JAYUSH,16.114513,996268032,1887
SSWL,0,0,10846
MUKESTL,-2.1230643,134626656,83
MANINDS,0,0,73401
PREMPIPES,0,0,0
RUCHISTR,-0.16833246,159986240,3173
MDRNSTL,-0.25007173,83950640,627
SYNTHFO,0,0,0
GOLKONDA,0,0,743
BHUWALST,-0.82630134,78223728,52
METALFORGE,0,0,105683
AJMERA,12.041841,5106276864,16586
COCHINM,-3.91393,841724992,4912
ISWL,28,1114626816,11311
RJKMRFR,-31.764708,354436576,11483
CARBORUNIV,34.438843,51456958464,402196
MMTC,-44.095238,46300000256,217801
VALLABHSQ,11.050725,150975008,742
ASHIS,6.140939,40852920,172
PMTELELIN,-0.88556343,50677252,951
PENNARALUM,0,0,4676
SMPL,0,0,69112
SMFIL,0,0,233572
BLOIN,0,0,0
TRINETRA,0,0,1117
TATAMETALI,9.386232,10565325824,270120
SHAHALLOYS,0,0,4056
MONNETISPA,0,0,40369
ELANGO,3.687898,22095214,26
KANSHST,3.6931818,184834656,504
MAHALXSE,-2.032491,29839000,301
SIMPLEXCAS,0,0,9260
SSWRL,4.5499997,45201836,146
SOUTHMG,4.048583,84000000,1778
BAROEXT,0,0,6026
GUJCONT,0,0,35
KALYANIFRG,0,0,201
PANCHMAHQ,-3.151515,396828640,3622
ADITYA,11.438475,35310000,936
SRIND,-3.3557048,69580000,2175
STEELCAS,111.53847,1320659968,6750
PITTILAM,0,0,22726
GLITTEKG,8.035714,58408648,3866
PRADPME,97.674416,725340032,2037
VARDHINDQ,4.103535,256594000,2061
GNRL,0,0,865
TNSTLTU,0,0,0
MSCTC,-3.7847219,38513328,65
SHRDAIS,0,0,0
MAHASTEEL,-32.3572,4850739712,126550
REALSTR,-0.1369488,59800000,1945
NOVIS,-12.422764,552211520,2229
STERPOW,0,0,164
FFPL,-15.694444,45305940,13
SB&amp;TINTL,0,0,0
SURANAIND,0,0,7259
HINDCOPPER,0,0,163913
SRIPIPES,0,0,44905
TULSYAN,-0.5924984,262803744,421
AXELPOLY,22.027777,34099000,2604
MARGPROIN,-7.33871,49769120,1977
NEYVELILIG,11.769352,1.24989E+11,40162
SPECTRA,39.060604,91241864,1024
JMTAUTOLTD,0,0,136695
KAJARIR,148.91512,1120608768,1
SOLIDSTON,32.446808,164090000,115
KUMARWI,0,0,1709
SHILGRAVQ,8.2294,454470240,4149
WHITEDIA,42.96703,244374992,7722
MFSINTRCRP,0,0,0
HIMGRANI,-147.82608,39385260,24
RANJEEV,-35.11111,6063724,259
AROGRANITE,0,0,37284
HIMFIBP,1000,1724999936,9563
RAJKSYN,-92.85714,71825000,5638
DEEPAKSP,4.6561213,732466944,7754
JBFIND,-8.682127,18850981888,23729
LOYALTEX,10.741138,2889870080,673
HIMATSEIDE,16.025414,26696669184,62374
BSL,9.862717,702510912,13572
EVERTEX,0,0,0
PBMPOLY,11.601209,624384000,3234
ADINATH,5.5555553,13628700,109
GUPTSYN,-0.36358812,20146398,519
ESKAY,-0.13113526,98291200,2614
KONARKSY,-2.7894738,92347200,314
SURYALA,7.998905,748431744,9575
SURYVANSP,-0.92989707,47465968,1342
TTL,47.6,1023304768,5620
UNIWORTH,-0.07715133,44182060,1234
WELSPUNIND,7.941585,57370079232,18827
INDIANACRY,0,0,307203
GANECOS,0,0,32329
CEETAIN,0,0,76
VARDMNPOLY,0,0,4796
RISHYRN,-95.454544,37616248,5
BLACKROSE,68.75,1122000000,8680
STCORP,0,0,0
BALATECIN,-0.6198145,8860968,496
SUMEETINDS,0,0,201510
BINNY,-46.794872,4073290496,2053
KLIFESTYL,0,0,69650
SANGAMIND,0,0,7464
IKAB,0,0,0
SNSTEXTIL,-10.123457,12505000,62
SEASONST,9.761905,61420460,1310
ZENIFIB,9.638972,736763520,5427
BHILSPIN,2.3010752,72344088,191
AARVEEDEN,0,0,11999
ASHIMASYN,0,0,87615
HARYANATEX,0,0,1509
PIONEEREMB,0,0,20796
VIPPYSP,5.1612906,159664000,15323
JAIHINDS,28.313253,22560000,1562
RAGHUSYN,56.454544,240948000,541
JATTAINDUS,0,0,0
KAMADGIRI,0,0,1243
OMNITEX,-99.99999,63061500,103
PATSPINLTD,0,0,8453
OBRSESY,-55.384617,51153912,8223
NEOINFRA,0,0,958
SSK,0,0,0
WINSOME,0,0,102254
PREMIERPOL,0,0,327
EVERLON,177,99513648,4920
CITIZYN,0,0,85668
YARNSYN,-0.7633873,22982064,318
GUJCOTEX,418,29769958,9
AJIL,0,0,1563
GARWSYN,27.448277,46238844,174
SHARDFI,0,0,0
SARUPINDUS,0,0,332
OXFORDIN,0,0,77
MANORG,0,0,11276
HINDADH,11.777456,208640000,2055
BPTEX,0,0,251
SRIKPRIND,0,0,2833
JYOTIRES,142.63635,313800000,10704
MHLXMIRU,8.966472,257111152,2726
SOUTLAT,0,0,74
OSWAYRN,-190,7619000,28
WINSOMTX,4.923274,1068298048,3068
FAIRDSY,10.921986,186340000,2708
ASAHIIND,0,0,9
THAMBBI,-5.3314605,54688684,196
POLTC,0,0,0
REGENCERAM,0,0,1119
ASAHIINDIA,0,0,31622
MURUDCERA,0,0,41128
SAINTGOBAIN,-818,3726223104,115031
ANANTRAJ,28.863636,16864737280,415284
MADHUDIN,20.959185,55201252,598
SRIVAJRA,0,0,6
RESTILE,-5.1666665,517931392,4701
MADHAV,0,0,5907
VERTICLIND,0,0,1687
HINDNATGLS,0,0,1430
HALDYNGL,21.85484,1456671104,41347
SARDAPLY,-5.4488187,312637280,2240
MANGTIMBER,0,0,36571
SHREYANIND,0,0,4438
AGIOPAPER,-1.8131868,26606910,234
STARPAPER,0,0,48563
YASHPPR,17.961166,512449984,45811
SARDAPPR,0.7293184,34143620,11
SOMAPPR,-149.35065,16100000,196
ARCPR,0,0,0
VISHNU,16.324549,2812088320,5801
JUMBO,0,0,2177
NRAGRINDQ,12.774593,2276304640,22226
SRPML,11.224489,68475000,213
PDUMJEIND,0,0,4384
SANPA,5.1498423,85364080,674
VENTURA,-5449.9995,179340960,434
SHKARTP,5.1004367,111602400,233
STHINPA,9.339975,2249999872,4027
SCANDENT,0,0,0
VINDHYATEL,0,0,3648
RIR,25.729927,245242704,830
ADORWELD,0,0,2606
IDM,0,0,0
SALZER,16.880342,2975173632,45969
JETKINGQ,46.25551,309172512,9387
INDAGIV,0,0,15
HIGHGROUND,0,0,99796
APLAB,-0.5846372,102750000,929
PCS,9.421641,529005184,2449
MOSERBAER,-0.21915038,1729774848,214580
USHAMART,0,0,149881
ZENITHCOMP,0,0,852
SPELS,-2.876457,569088704,19529
SUBROS,34.285713,8206440448,50884
KLKELEC,-58.083332,36941000,441
HONAUT,0,0,63
SWITCHTE,-15.737913,151532496,584
LUMAXIND,12.994071,6760745472,7873
SPICEMOBI,0,0,10801
SUJANAUNI,0,0,135967
TRENDELEC,-1.0404215,176250000,713
PAEL,-0.37363794,110760352,2116
CALCOM,274,8966212,137
DYNAVSN,2.724949,102336000,71
BCCFUBA,-3.4426227,25448008,1183
PRECISIO,-18.758865,366292832,3072
FINELINE,-31.772575,45674004,106
HBLPOWER,0,0,82679
GUJPOLYA,18.934782,74470504,959
PHOENIXLL,0,0,12712
GIPCL,7.041801,13249588224,28168
SAVINFOCO,-8.724138,8552159,14
CMI,2.156628,2409287936,25499
MOTHERSUMI,33.265835,4.2374E+11,290303
MINDTECK,7.6536584,1939550592,20977
HAVELLS,21.344425,2.5811E+11,98071
ACIIN,0,872878912,22662
INCAP,8.26087,114934040,650
GUJINTRX,16.91743,158367328,669
MUKSTRI,-1.8598814,149144992,106
IGARASHI,0,0,11951
SYMPHONY,26.365833,41610424320,4651
VINTRON,-6.242424,161412944,1063
PANELEC,0,0,22
VXLINSTR,0,0,302
SUNSOUI,-6.580645,29355600,717
SHYAMTEL,0,0,10224
LEENEE,506.66666,169552960,22908
PATELSAI,12.625905,902502720,8001
BUTTERFLY,0,0,18689
INTEGSW,0,0,0
ATHENAGLO,0,0,4363
INSOE,0,0,0
DUTRON,29.96942,588000000,1713
RSSOFTWARE,0,0,64155
MAGNAELQ,10.34459,687788224,7460
LINAKS,-0.7427786,9361062,178
MARSONS,39.78125,149577488,127128
KOATOOLIN,-219.99998,7646870,885
ELNET,5.274589,340000864,3858
ARTKPOW,130.61224,474838400,25270
ACCEL,-1.0177866,56842612,761
RICOHQ,-13.47757,12795418624,14447
WEBELSOLAR,0,0,23410
ROTO,117.5,764924992,5713
TTKPRESTIG,0,0,602
DHINDIA,0,0,1476
LLOYDELENG,0,0,50272
RAJGLOWIR,12.515193,2061230080,5573
SURANAT&amp;P,0,0,0
ONWARDTEC,0,0,7682
CENTUM,24.926615,6474777088,2430
ALFATRAN,-21.568628,117920000,3746
STARLITE,57.75,790020032,93329
ADVNCMIC,-0.13544242,28940428,339
NHCFOODS,0,0,111534
PVP,-14.612904,1105147904,29675
TRIGYN,0,0,86709
GRCABLE,5.3608246,15025347,5024
KEI,0,0,48553
INDLMETER,0,0,2707
KEERTHI,20.02219,1085065856,3333
GSCLCEMENT,0,0,67928
SURAJ,34.928715,195510000,16101
APCL,15.842312,4089961984,12287
MODINATUR,0,0,1086
PRSNTIN,0,0,0
SHAHFOOD,17.115942,35282376,31
ZKHANDEN,0,0,0
TASTYBIT,56.80204,9151895552,2106
RITESHIN,385,32928664,288
AVTNPL,21.232395,4591362560,40163
HNDFDS,36.944443,532000000,238
NAHARINDUS,0,0,45765
VADILENT,343.15067,435870016,136
VADILALIND,0,0,4732
ASHAI,-31.21212,10300000,18
ADFFOODS,0,0,63069
NVCMIND,0,0,0
WILLIMFI,-4.0090675,258715392,592
AJANTSOY,7.134146,362620448,10200
WILLAMAGOR,0,0,2984
RICHIRICH,0,0,219
SPTRSHI,-9.214286,43888380,160
SRDAPRT,0,0,0
JVLAGRO,4.315789,2754215936,151499
SANWARIA,4.4228187,2293649408,59872
PRIMAGR,4.1869917,26753736,186
MADHURIND,556.6667,68303000,38
AGRODUTCH,0,0,5047
TARAI,-38.714287,48043152,2635
MODAIRY,-0.85370547,206847504,82770
BAMBINO,16.922596,1085599616,3091
PRIMIND,0,0,0
RJNIEXT,0,0,50
VIKASWSP,-0.9661117,893360000,189553
AASHEE,0,0,0
VSFPROJ,8.108108,70427392,16
POONADAL,8.506787,107310392,609
TRANSFD,0,0,16802
VIMALOIL,0,0,4719
ANIKINDS,13.905473,775710336,3960
KMGMILK,0,0,368
KSE,0,0,1046
PIONAGR,0,0,0
NARBADA,4.094737,20975658,533
VIRATCRA,16.660715,952770304,4989
CHORDIA,68.87931,357152992,5595
OMEAG,204.75,64733756,449
TAIIND,9.774194,90900000,794
KOHINOORT,-50.750004,25476906,48
OCEAGRO,-10.036057,112639832,5366
NKIND,-5.899071,255721248,3164
BKV,-210,29399998,590
ASIANTNE,7.2822084,118700000,3435
HERITGFOOD,37.7522,20918052864,12377
NEHAINT,0,0,70244
SIMRAN,18.188913,176693216,5478
LAKSHMIO,-3.6920152,3228089344,237362
SMILAX,0,0,3043
DFM,79.87814,19996899328,3019
CCL,0,0,13970
KELLTONTEC,0,0,42171
SURFI,11.27451,45540000,22
INTEGFD,0,0,0
MAHAANF,24.54762,36092220,1091
RICOAUTO,30.022934,8854402048,376689
OMAXAUTO,0,0,16364
MUNJALSHOW,0,0,10696
JAMNAAUTO,0,0,87751
SUNCLAYLTD,0,0,3562
SONASTEER,0,0,87071
MUNJALAU,22.029598,5209999872,17596
JAYBARMARU,0,0,19089
RACLGEAR,0,0,3606
SAMKRG,13.725308,2183588352,15479
AMTEKAUTO,-0.41898057,9495899136,942428
ECSTSTL,-34.859158,267125264,253
SICAL,67.202385,9416147968,17307
RATNAMANI,0,0,17324
VESUVIUS,27.331367,20896864256,2815
ASAL,-4.6932516,962263232,3845
ARCEEIN,-3.215909,14542747,32
ABCINDQ,-20.296803,481591744,1461
BALTE,6.4804463,42224000,3387
COARO,11.752577,94541568,209
JAGSONAI,-1.2748816,54254612,1530
SIBARAUT,-298.75,113944440,2171
SHREYAS,0,0,15592
STARLOG,0,0,1883
SHVSUIT,0,0,0
INDOVATION,0,0,28698
EUROTEXIND,0,0,820
ICIL,0,0,22525
MARALOVER,0,0,12983
SURYAJYOTI,0,0,3362
NAKODA,0,0,57983
SOMATEX,-1.6976744,241140912,101982
SOURCEIND,0,0,335
TAMJAIM,-10.857142,151181856,888
ADVLIFE,0,0,49
KAKTEX,20.652174,27600350,260
OCTAVE,0,0,28366
TRIDENT,0,0,225001
HISARSP,3.761006,22335300,20
ALOKTEXT,0,0,1807689
ASIL,0,0,740
PASARI,-5.910781,19080000,1770
SPENTEX,-0.4798629,502723200,48593
AMARJOTHI,0,0,7330
OLYMPTX,9.270335,530653344,1369
NAGREEKEXP,0,0,7341
SUDTIND-B,63.376625,818044160,6226
KHTRFIB,6.408,34042500,452
SBFL,0,0,930
GEMSPIN,62.5,153414624,127
EUREKAI,0,0,0
ADITYASP,10.0155525,107811400,0
PRIMEURB,0,0,10817
DHANFAB,28.067226,286608768,604
SLSTLQ,-2.4207013,96649752,606
ZODIACLOTH,0,0,1152
GANGOTRI,-0.1799732,25214184,1240
SRMCL,0,0,777
SUPERSPIN,0,0,56669
SEASONF,22.727272,36969500,158
UNITEDTE,11.138889,12030001,320
SILINV,0,0,658
SURYALAXMI,0,0,63544
SAMTEX,11.36036,939444992,14738
CITYMAN,-19.925926,62951920,267
DHANROTO,5.631068,45240000,844
DAMOINDUS,0,0,6470
SANBLUE,0,0,49
UNIROYAL,5.847826,44485716,476
TATIAGLOB,5,37905000,13461
SUNILTX,6.756223,143640000,727
SRINACHA,-1.7331289,48590000,495
SEQUELE,106,10380580,207
SAMBANDAM,0,0,4965
KANDAGIRI,0,0,281
CHITRTX,38.181816,2904489,31
PARASPETRO,0,0,18074
KITEX,0,0,11981
CRANEX,15.74074,42500000,1788
BATLIBOI,-407,549502912,9842
AUSTENG,-11.651983,183975632,3994
UNIDT,18.62069,1215133952,2070
VCCLLTD,0,0,0
FLUIDOM,23.083126,916668352,2675
EMAINDIA,-8.357664,22908312,40
WINDMACHIN,0,0,23769
SHANTIGEAR,0,0,19200
MIVENMACH,0,0,4
HONDAPOWER,0,0,3251
HITECHGEAR,0,0,5778
ELGIEQUIP,46.975,29773694976,6716
STONEIN,-143.67348,575273600,18553
KLBRENG-B,8.294314,657487680,18095
BIRLAPREC,-18.743456,188493440,28847
YUKEN,-51.519463,1032449984,1452
TIMKEN,40.136833,36900200448,6596
VOITHPAPR,15.555081,2406464000,538
ARTSONEN,72.597404,2063828096,17330
SOLIMAC,11.9869,124683392,4162
DIAPOWER,0,0,86449
INDSILHYD,58.839287,523470080,4137
SVOGL,0,0,48858
ITL,7.2981367,153501664,15892
FRONTSP,26.162792,132924712,1858
PRAJIND,22.731956,15703832576,255155
RASANDIK,24.06639,274049984,1421
YOGISUNG,7.6666665,42619872,7548
SWISSGLA,12.719614,528500000,3766
GUJAPOLLO,0,0,1720
TANAA,-30.722544,1325066752,42689
CONART,8.790322,98100000,6366
VHCLINDUS,0,0,6178
SHIVAGR,-106.49999,55912496,430
MMFL,0,0,3581
IYKOTHITE,-45.851067,26222040,537
MAYURUNIQ,0,0,4667
CENLUB,9.876543,98880000,3752
RAJOOENG,22.531645,1032948224,67449
KALINDEE,0,0,17642
DOLPHINOFF,0,0,36815
JMCPROJECT,0,0,5170
VJLAXMIE,-6.651671,262470832,987
AHMDSTE,9.150486,77134200,172
ALSTOMT&amp;D,0,0,0
RAMRAT,14.573507,1631300096,12852
JAYNECOIND,0,0,29184
KALPATPOWR,0,0,65382
IFMIMPX,0,0,0
CHANDNI,0,0,9137
TIGLOB,10.168067,122638344,2647
CONTROLPR,15.91127,4159454976,4280
BEMHY,-7.5708494,286239008,314
PROFDIA,0,0,0
ANSALBU,6.8664045,516130432,4386
WEIZMANIND,0,0,6377
BNRSEC,3.4013608,113400000,11903
RISHITECH,0,0,3268
SINCLAIR,24.960506,1916609536,104
SAFARIND,49.974052,3996450048,318
RAJDHNIL,0,0,0
ADSDIAG,0,0,0
ZBINTXPP,6.840858,236044912,3
JJFINCOR,0,0,0
COSMOFE,-20.547945,198495008,4063
ZPPOLYSA,-31.509804,11249000,478
FUTURSEC,140.27274,33946000,77
SANCTRN,-82.44514,473400000,177
ADORMUL,-6.1993766,54499732,754
EIHAHOTELS,0,0,1098
BONINDL,110.322586,83016736,11
MEDICAPQ,26.304348,226330496,9153
OTCO,5.7414446,26802500,2
MORGANITE,19.834597,1980999936,1295
SIPIND,-2.041131,18565364,4
BAPACK,0,0,0
ABAN,0,0,277691
KOKUYOCMLN,0,0,42098
NICCOUCO,-0.4782609,45675028,731
KILBURN,-2.304348,21465318,2360
MCSLTD,-30.416668,19050372,490
SRMENERGY,-12.131147,66915396,203
BHARATSE,21.09375,1483650048,32968
CONTPTR,10.121951,51252500,1021
SHRENUJ,1.3473054,434040768,1205936
NBFOOT,0,0,0
MACPLASQ,64.009964,946494976,2213
PEARLPOLY,0,0,17820
VENKYS,24.379423,7277498880,15931
ADVANIHOTR,0,0,1861
GVFILM,-3.7442923,302274944,426171
SUPERHOUSE,0,0,4298
RAMAVISION,0,0,342
TCPLPACK,14.519318,5557995008,5710
PURITY,0,0,0
BALMLAWRIE,0,0,6171
KOVAI,0,0,1707
ELDEHSG,6.427475,1317622016,4359
MICROSE,0,0,0
STDSHOE,0,0,6
DCMSHRIRAM,0,0,30447
DCMSRMIND,0,0,16913
MAWANASUG,381.90182,2434952448,72347
MAHAPEXLTD,0,0,785
NILKAMAL,17.772583,20140152832,17394
TRITON,-1.0714287,59967004,2676
NAHARPOLY,0,0,9681
3MINDIA,0,0,315
HITACHIHOM,0,0,3162
JMFINANCIL,0,0,337295
ADCINDIA,0,0,4005
COVENTRY,-0.64081633,14081155,225
TNTELE,-0.8567335,136586192,640
SUNRAJDI,1.3843538,21694728,21
RIIL,41.470097,6742904832,132231
SHARP,-12.619926,1774569600,55439
TECPO,-0.95404875,102354296,5267
LINDEINDIA,0,0,6171
INDBNK,-1.3069668,115000000,937
JAIMATAG,-10,20000000,5464
LOTUSCHO,45.459183,572066560,3728
PACIFICI,19.067669,171370208,312
CMMHOSP,17.922375,117262040,1552
UNIOFFICE,-119.60784,89381472,95
RAINBOWPAP,0,0,207410
APMIN,7.540984,1491186560,14850
PRECWIRE,15.15689,2569787392,17169
KRYPTONQ,57.96154,221485296,7405
NETWORK,-0.64935064,196594000,866
MARBU,14.058958,95861800,989
FRL,0,0,0
INDTONER,10.707797,1139931392,8699
JENSONICOL,0,0,36414
KUNSTOFF,45.539906,133666000,888
SCI,8.771605,33095020544,155216
SIKA,29.744446,567548096,1311
ITI,3.6936939,8265600000,116758
DREDGECORP,0,0,11265
