stockname,PE,MCap,AvgVol
DLINKINDIA,0,0,21838
JSWENERGY,9.460571,1.32024E+11,424283
ESSARSEC,0,0,441
GODREJPROP,0,0,53578
DBCORP,24.838709,73578708992,11688
MBLINFRA,5.5000005,4856406528,113452
INFINITE,7.316439,9043244032,8934
JUBLFOOD,63.302895,66181439488,41367
VASCONEQ,0,0,245370
SYNCOM,61.538464,6245216256,269395
THANGAMAYL,0,0,15899
DBREALTY,-47.15686,11700757504,148539
EMMBI,0,0,47619
HATHWAY,-14.60452,206800000,24900
ARSSINFRA,-4.3185124,1278741760,467854
TEXMOPIPES,22.826088,750329984,45277
TIPSBBPH,0,0,0
SUNDARAM,-11.4,983163328,456318
COROENGG,0,0,34375
ROSSELLIND,0,0,6587
MANINFRA,89.9074,12016124928,370455
TAMBOLI,10.695462,724656000,12403
UNITEDBNK,-6.5327387,16468866048,66561
DQE,5.9920635,1795759872,26653
IL&amp;FSTRANS,0,0,0
PRADIP,-0.028275862,79441928,5730
PERSISTENT,16.446058,48903999488,8601
SGJHL,-0.05106823,411305152,14999
ISFT,13.678141,5678333952,14011
GOENKA,0,0,35171
KCPSUGIND,32.285717,3843751680,256897
KECL,0,0,190603
TALWALKARS,0,0,28751
NITESHEST,0,0,213766
TARAPUR,0,0,4117
MANDHANA,7.733333,4418727936,190292
SJVN,8.303835,1.16432E+11,45032
JPINFRATEC,-4.3488374,12986496000,499041
EMAMIPAP,18.873625,4156281088,45474
KRITINUT,12.142858,766583552,13886
PARABDRUGS,0,0,124923
GKB,11.041009,436125888,3070
FRONTSEC,5.3549695,250930672,43605
TECHNOFAB,18.40888,2087510016,5898
HMVL,11.656504,21045671936,5946
EMAMIINFRA,0,0,46559
SHRIASTER,0,0,2485
AHLWEST,0,0,387
AHLEAST,0,0,1270
SKSMICRO,0,0,0
BAJAJCORP,29.96619,58830376960,32431
PRAKASHSTL,0,0,1336690
GPPL,0,0,147686
WELINV,0,0,1687
INDOSOLAR,0,0,152847
TIRUPATIINK,0,0,6949
MICROSEC,0,0,10162
CAREERP,0,0,21035
EROSMEDIA,0,0,81208
RAMKY,0,0,45827
GREENPOWER,0,0,117747
ESL,0,0,1207270
GALLISPAT,0,0,19773
CANTABIL,0,0,3014
SEATV,0,0,3210
WABAG,0,0,6654
BEDMUTHA,0,0,38593
ASHOKA,0,0,45089
CEBBCO,0,0,31187
OBEROIRLTY,0,0,18136
PRESTIGE,0,0,12742
GAL,0,0,38955
BSLIMITED,0,0,1079050
COALINDIA,0,0,381678
TECHNO,0,0,21246
GRAVITA,0,0,100388
RPPINFRA,0,0,77151
RDBRIL,0,0,10115
MOIL,0,0,21146
ZEELEARN,0,0,100941
CLARIS,0,0,258715
KTIL,0,0,9720
A2ZINFRA,0,0,304146
KIRLOSENG,0,0,5819
RKDL,0,0,8874
PSB,0,0,48418
FMNL,0,0,18436
SURANASOL,0,0,51275
SPYL,0,0,59391
KICL,0,0,1313
BFINVEST,0,0,71963
SRSREAL,0,0,238213
SUMMITSEC,0,0,1229
DALMIABHA,0,0,19183
INOVSYNTH,0,0,6955
STEL,0,0,12091
OMKARCHEM,0,0,58884
JUBLINDS,0,0,19375
BILENERGY,0,0,31915
TEXRAIL,0,0,55004
INDTERRAIN,0,0,19183
ACROPETAL,0,0,6512
SUDAR,0,0,16527
FCL,0,0,128923
DHUNINV,0,0,1243
ZENTEC,275.8333,7355175936,24561
LOVABLE,0,0,14316
PFS,0,0,737903
SHILPI,0,0,70445
TCIDEVELOP,0,0,308
MUTHOOTFIN,0,0,149881
PARAPRINT,0,0,467
FCEL,0,0,652478
SERVALL,0,0,1412
CNOVAPETRO,0,0,2602
SANGHVIFOR,0,0,1740
VMS,0,0,292
KARMAENG,0,0,3403
WEIZFOREX,0,0,2174
RUSHIL,0,0,114217
ENKEIWHEL,0,0,11020
KRIINFRA,0,0,8299
BGLOBAL,0,0,19832
INVENTURE,0,0,69249
L&amp;TFH,0,0,0
IBWSL,0,0,167081
HEALTHTECH,0,0,737
TREEHOUSE,0,0,148091
BROOKS,0,0,107936
RUPA,0,0,892
TDPOWERSYS,0,0,8310
ONMOBBBPH,0,0,0
SRSLTD,0,0,353646
APLLTD,0,0,17090
VASWANI,0,0,5233
PGEL,0,0,25433
LESHAIND,0,0,14757
PRAKASHCON,0,0,669133
RDBRL,0,0,16371
TIJARIA,0,0,4460
ONELIFECAP,0,0,11561
FLEXITUFF,0,0,22342
UJAAS,0,0,181852
TRITURBINE,0,0,170901
INDOTHAI,0,0,899
ESSARSHPNG,0,0,17039
APLAPOLLO,0,0,7793
GPTINFRA,0,0,15016
KGNENT,0,0,1426
RELBANK,0,0,0
FERVENTSYN,0,0,559
THOMASCOTT,0,0,999
TERASOFT,13.408001,1048497280,18929
PMCFIN,0,0,1409163
FUTSOL,0,0,3640
AIML,0,0,554
ORIENTREF,0,0,15700
MCX,0,0,39107
PYXISFIN,0,0,0
SCHNEIDER,0,0,21542
NAGAROIL,0,0,220469
OLPCL,0,0,20144
NBCC,0,0,230033
MTEDUCARE,0,0,32813
HEXATRADEX,0,0,8343
MAXHEIGHTS,0,0,4967
TBZ,0,0,63269
VSSL,0,0,3792
LOOKS,0,0,2863
SPECIALITY,0,0,8753
LYPSAGEMS,0,0,35785
BGPL,0,0,1980
MASL,0,0,1021
ASEEMG,0,0,1128
VKSPL,0,0,413082
RTNINFRA,0,0,288687
SEPOWER,0,0,1255
JTLINFRA,0,0,4551
AMTL,0,0,5487
NECCLTD,0,0,7754
SAL,0,0,4355
JUPITERIN,0,0,4922
VINAYAKPOL,0,0,106
JOINTECAED,0,0,5405
DYNATECH,0,0,0
PROZONINTU,0,0,105173
SRGHFL,0,0,164
LAKSHVILAS,15.6234455,28175534080,134163
COMCL,0,0,3134
ANSHUS,0,0,191781
RCRL,0,0,127
BITL,0,0,52965
INTELLADV,0,0,0
ICVLSTEELS,0,0,1698
VIRTUALG,0,0,1665299
ZUARI,0,0,11730
STEELXIND,73.565575,6819635712,258868
TRIOMERC,0,0,200
TARAJEWELS,0,0,28964
FOCUSIRL,0,0,3339
CIGNITI,0,0,7346
PANKAJPOLY,0,0,219
CARERATING,0,0,16005
PCJEWELLER,0,0,27839
INFRATEL,0,0,170662
EFPL,0,0,21692
COVIDH,0,0,951
EBFL,0,0,65884
VMART,0,0,2055
KFL,0,0,41
SRDL,0,0,170571
CNEL,0,0,57148
MUKTA,0,0,384
HPCBL,0,0,1301
COMFINCAP,0,0,3296
SBISENSEX,0,0,323
BMAL,0,0,2439
REPCOHOME,0,0,5690
LAKHOTIA,0,0,13
GCMSECU,0,0,0
NIBL,0,0,8638
SRL,0,0,96
AIFL,0,0,37451
DELTALTD,0,0,1690
PRIMECAPM,0,0,7
KIFS,0,0,253
SREEL,0,0,21
SHARDA,0,0,4224
BINNYMILLS,0,0,107
SVGLOBAL,0,0,1139
OTML,0,0,0
JUSTDIAL,0,0,264305
OONE,0,0,7751
PAWANSUT,0,0,35980
IFINSEC,0,0,36504
BRAHMINFRA,0,0,22023
EDSL,0,0,3740
QUEST,0,0,640
KHOOBSURAT,0,0,5413
ORIENTCEM,0,0,50333
ABFRL,0,0,253818
IBULHSGFIN,0,0,165465
MMLF,0,0,0
ALSL,0,0,7396
GCMCOMM,0,0,4875
INTEGRA,0,0,6851
SILINFRA,0,0,32
VKJINFRA,0,0,2292
KUSHAL,0,0,1271281
TIGERLOGS,0,0,35737
RJBIOTECH,0,0,1619
ATWL,0,0,4487
JK AGRI,0,0,0
FLFL,0,0,65608
TRIMURTHI,50,48600000,2388
SKFL,0,0,12618
NEWEVER,0,0,1176
PVVINFRA,0,0,38044
SFCL,0,0,25511
SUBHTEX,0,0,0
VCU,0,0,13615
VAKPOWINF,0,0,0
SRGSFL,0,0,285
ACFSL,0,0,16275
STELLAR,0,0,152400
FIVEX,0,0,3271
JPOLYINVST,0,0,3655
SRSFIN,0,0,28545
BOSTONTEK,0,0,3374
YURANUS,0,0,1057
INTELSOFT,0,0,31
M100,0,0,1094
BPCAP,0,0,577
CPL,0,0,14929
RCLEDPLADD,0,0,0
RCLEDPLADG,0,0,0
RCLENDPLAD,0,0,0
RCLENDPLAG,0,0,0
iNIFTY,0,0,227
iCNX100,0,0,152
SATYA,0,0,2615
ARNOLD,0,0,8667
MODEX,0,0,10071
TENTIMETAL,0,0,3703
RCLEDPLBDD,0,0,0
RCLEDPLBDG,0,0,0
RCLENDPLBD,0,0,0
RCLENDPLBG,0,0,0
SUNLOC,0,0,4108
RCIIND,0,0,10078
SUYOG,0,0,5735
NATHBIOGEN,0,0,8656
AGRITECH,0,0,18305
CHEMTECH,0,0,21627
TAAZAINT,0,0,36
IDFCEOS2RD,0,0,0
IDFCEOS2DD,0,0,0
RELCNX100,0,0,142
RELNIFTY,0,0,9
AGRIMONY,0,0,392
VIAANINDUS,0,0,3185
DENISCHEM,0,0,3837
POLYMAC,0,0,1070
UNISHIRE,0,0,0
BSLFEFS1RG,0,0,0
BSLFEFS1RN,0,0,0
BSLFEFS1DG,0,0,0
BSLFEFS1DN,0,0,0
IPRU2262,0,0,0
IPRU2263,0,0,0
IPRU8462,0,0,0
IPRU8463,0,0,0
SIVI,0,0,2470
ETT,0,0,2
KOTAKNIFTY,0,0,505
KIRANVYPAR,0,0,1904
BCP,0,0,12861
KCSL,0,0,1531
ANISHAIMPEX,0,0,2142
MANGIND,0,0,1143
VFL,0,0,3585
MITL,0,0,1666
PHOENIXTN,0,0,760
RAUNAQEPC,0,0,1530
HRGESSRG2,0,0,0
HRGESSRD2,0,0,0
HRGESSDG2,0,0,0
HRGESSDD2,0,0,0
IPRU2296,0,0,0
IPRU8496,0,0,0
SKP,0,0,2222
LICNFR2GP,0,0,0
LICNFR2DP,0,0,0
LICNFR2G1,0,0,0
LICNFR2D1,0,0,0
INFRONICS,0,0,7
BSLFEFS2RG,0,0,0
BSLFEFS2RN,0,0,0
BSLFEFS2DG,0,0,0
BSLFEFS2DN,0,0,0
OBIL,0,0,14784
CPSEETF,0,0,23700
HARIAAPL,0,0,1283
JOONKTOLL,-108.040535,662337728,565
RNBDENIMS,0,0,9166
WOMENSNEXT,0,0,1846
GOLDLINE,0,0,13188
SHARPINV,0,0,91
WONDERLA,0,0,5162
RESPONSINF,0,0,41
IPRU2365,0,0,0
IPRU2366,0,0,0
IPRU8565,0,0,0
IPRU8566,0,0,0
GCMCAPI,0,0,38
AFEL,0,0,101384
ADHUNIKIND,0,0,55248
WESTLEIRES,0,0,0
NAM,0,0,56
METSL,0,0,715
SPS,0,0,2494
RCLEDIIADD,0,0,0
RCLEDIIADG,0,0,0
RCLENDIIAD,0,0,0
RCLENDIIAG,0,0,0
JACKSON,0,0,21173
ALPSMOTOR,0,0,70
CCFCL,0,0,58165
DHANUKACOM,0,0,1463
WORTH,0,0,0
TPROJECT,0,0,0
AMARSEC,0,0,0
CTL,0,0,26226
TARINI,0,0,1064
IPRU2401,0,0,0
IPRU8601,0,0,0
SBL,0,0,126988
CROWNTOURS,0,0,12581
JTAPARIA,0,0,0
RLFL,0,0,268332
ANGL,0,0,1332
BRPL,0,0,5500
OASIS,0,0,10727
VITANAGRO,0,0,24974
SKIPPER,0,0,38380
ADARSH,0,0,0
JAMESWARREN,0,0,691
SHUBHRA,0,0,4175
POTENTIAL,0,0,19594
GULFOILLUB,0,0,3179
FRUTION,0,0,1135
ACHAL,0,0,19813
SURYAMARK,0,0,196238
BHANDERI,0,0,52
IPRU2428,0,0,0
IPRU8628,0,0,0
CAREWELL,0,0,1500
RCAPBULADD,0,0,0
RCAPBULADG,0,0,0
RCAPBUILAD,0,0,0
RCAPBUILAG,0,0,0
GLOSTER,0,0,6271
QUANTBUILD,0,0,1325
TTIENT,0,0,3249
VISHAL,0,0,10678
OJASASSET,0,0,324956
GAJANANSEC,0,0,0
UNISON,0,0,22
RTFL,0,0,6
RCAPBULBDD,0,0,0
RCAPBULBDG,0,0,0
RCAPBUILBD,0,0,0
RCAPBUILBG,0,0,0
VRL,0,0,882
SNOWMAN,0,0,593918
PARNAMI,0,0,244
PURSHOTTAM,0,0,15920
IPRU2487,0,0,0
IPRU2488,0,0,0
IPRU8687,0,0,0
IPRU8688,0,0,0
HCLTD,0,0,0
SHARDACROP,0,0,11626
SIROHIA,0,0,8392
NAYSAA,0,0,10375
CITYONLINE,0,0,95
RELSENSEX,0,0,3644
ENCASH,0,0,1642
SHEMAROO,0,0,7701
ULTRACAB,0,0,3669
RCCL,0,0,316
ETIL,0,0,58
SEOFIGR,0,0,0
SEOFIDR,0,0,0
SEOFIGD,0,0,0
SEOFIDD,0,0,0
ATISHAY,0,0,2153
SUCHITRA,0,0,0
DHABRIYA,0,0,36885
ARYACAPM,0,0,10937
RCAPBULCDD,0,0,0
RCAPBULCDG,0,0,0
RCAPBUILCD,0,0,0
RCAPBUILCG,0,0,0
IPRU2511,0,0,0
IPRU8711,0,0,0
PDSMFL,0,0,1743
POWERHOUSE,0,0,0
VGCL,0,0,5238
STARLIT,0,0,2266
ADCC,0,0,1706
RUBYTEL,0,0,0
BSLFEFS3RG,0,0,0
BSLFEFS3RN,0,0,0
BSLFEFS3DG,0,0,0
BSLFEFS3DN,0,0,0
IPRU2530,0,0,0
IPRU8730,0,0,0
JSHL,0,0,0
CRANEINFRA,0,0,405
PINCON,0,0,165017
M3GLOBAL,0,0,4413
ASIACAP,0,0,0
AKASHDEEP,0,0,0
CIL,0,0,108
GBFL,0,0,152329
GILADAFINS,0,0,254
BUDGE BUDGE,0,0,0
TEJINFOWAY,0,0,0
JETINFRA,0,0,84
SAPPL,0,0,2239
D3YRCEERG,0,0,0
D3YRCEERDP,0,0,0
D3YRCEEDG,0,0,0
D3YRCEEDDP,0,0,0
AANCHALISP,0,0,19753
CAPPIPES,0,0,2650
SEOFIIGR,0,0,0
SEOFIIDR,0,0,0
SEOFIIGD,0,0,0
SEOFIIDD,0,0,0
ANUBHAV,0,0,0
MEL,0,0,5711
INTELLECT,0,0,190769
MONTECARLO,0,0,3046
JSTL,0,0,5995
ICL,0,0,0
BSLFEFS4RG,0,0,0
BSLFEFS4RN,0,0,0
BSLFEFS4DG,0,0,0
BSLFEFS4DN,0,0,0
RCBFIIADD,0,0,0
RCBFIIADG,0,0,0
RCBFIIAD,0,0,0
RCBFIIAG,0,0,0
SCC,0,0,0
CAMSONBIO,-2.0722435,817494528,41401
PANAFIC,0,0,86621
AMSONS,0,0,5468
MYMONEY,0,0,0
AMARNATH,0,0,0
CSL,0,0,9
WINYCOMM,0,0,0
NEXUSCOMMO,0,0,159
SELLWIN,0,0,0
STSERV,0,0,5
GALADAFIN,0,0,954
EMERALD,0,0,0
MKEXIM,9.958246,68501968,1372
SIPROJECTS,0,0,29223
IPRU2586,0,0,0
IPRU8788,0,0,0
OCTAL,0,0,5
MIHIKA,0,0,0
KANCHI,0,0,6930
SHRINIWAS,0,0,0
DHUNTEAIND,0,0,1978
SKILVEN,0,0,558
SPACEAGE,0,0,0
RAFL,0,0,3684
COSYN,0,0,28128
SOFCOM,0,0,0
IPRU2591,0,0,0
IPRU8793,0,0,0
NAPL,0,0,7
KARNAVATI,0,0,2881
ABHIFIN,0,0,10
IPRU2598,0,0,0
IPRU8800,0,0,0
RCBFIIBDD,0,0,0
RCBFIIBDG,0,0,0
RCBFIIBD,0,0,0
RCBFIIBG,0,0,0
MERCANTILE,0,0,2949
SONAL,0,0,150
ALFL,0,0,20393
LICNFR3G,0,0,0
LICNFR3D,0,0,0
LICNFR3G1,0,0,0
LICNFR3D1,0,0,0
GENUSPAPER,0,0,38798
MINDACORP,0,0,35119
PACT,0,0,12434
MERCURYLAB,0,0,143
CONCORD,0,0,10258
MANVIJAY,0,0,19
SHREESEC,0,0,0
GRNLAMIND,0,0,505
HFEFDG,0,0,0
HFEFDD,0,0,0
HFEFRG,0,0,0
HFEFRD,0,0,0
TALBROSENG,0,0,2103
SAPL,0,0,3136
PUROHITCON,0,0,367
JAYATMA,0,0,0
PTCIL,0,0,1071
MODI,0,0,55158
GBL,0,0,910
CHENFERRO,0,0,60
MEGRISOFT,0,0,0
GITARENEW,0,0,64
KALPACOMME,0,0,10771
ORTEL,0,0,766
NEIL,0,0,486
ASHFL,0,0,3138
BEEKAY,0,0,3811
SSPNFIN,0,0,750
SETFBSE100,0,0,0
FRASER,0,0,101591
TTIL,0,0,63224
MAHABIR,0,0,13692
AGIIL,0,0,3725
MANAKINDLTD,0,0,32872
MANAKSTELTD,0,0,7309
MNKALCOLTD,0,0,5577
MNKCMILTD,0,0,6479
BSLFEFS5RG,0,0,0
BSLFEFS5RN,0,0,0
BSLFEFS5DG,0,0,0
BSLFEFS5DN,0,0,0
ADLABS,0,0,71065
RCBFIICDD,0,0,0
RCBFIICDG,0,0,0
RCBFIICD,0,0,0
RCBFIICG,0,0,0
INOXWIND,0,0,72223
IPRU2619,0,0,0
IPRU8821,0,0,0
RAJPUTANA,0,0,0
CITL,0,0,0
IPRU8841,0,0,0
IPRU8842,0,0,0
IPRU2639,0,0,0
IPRU2640,0,0,0
AANANDALAK,0,0,168
YOGYA,0,0,5387
FILTRA,0,0,2298
ATHCON,0,0,16846
IPRU2626,0,0,0
IPRU8828,0,0,0
NORTHLINK,0,0,32
SHESHAINDS,0,0,568
SAB,0,0,0
PML,0,0,13
HINDSECR,0,0,51
ALAN SCOTT,0,0,0
OPCHAINS,0,0,425
SUJALA,0,0,0
VRLLOG,0,0,200852
JAINMARMO,0,0,0
BFFL,0,0,87
PALCO,0,0,5570
BODHTREE,0,0,26802
VBIND,0,0,7241
SARVOTTAM,0,0,0
HARI,0,0,0
MEP,0,0,125977
CLLIMITED,0,0,5692
VEGETABLE,0,0,89591
KTKKIGFG,0,0,0
HFEFBRG,0,0,0
KTKKIGFD,0,0,0
KTKKIGFGD,0,0,0
KTKKIGFDD,0,0,0
HFEFBRD,0,0,0
HFEFBDG,0,0,0
HFEFBDD,0,0,0
UFO,0,0,62487
NIFTYEES,0,0,0
SBCL,0,0,60790
SHIVALIK,0,0,1987
ICSL,0,0,912
PNCINFRA,0,0,23872
ARFIN,0,0,1938
VLL,0,0,0
SPISYS,0,0,19358
FUNNY,0,0,0
HELPAGE,0,0,0
INDRAIND,0,0,53
HAWAENG,0,0,841
AIIL,0,0,21
IPRU2670,0,0,0
IPRU8872,0,0,0
ADHBHUTIN,0,0,0
DFL,0,0,0
POEL,0,0,0
AEL,0,0,29906
DEVHARI,0,0,56802
CAPFIN,0,0,1
MOONGIPASEC,0,0,6
NOBPOL,0,0,53994
SATIA,0,0,0
RCBFIIIAX,0,0,0
RCBFIIIAZ,0,0,0
RCBFIIIAD,0,0,0
RCBFIIIAG,0,0,0
GVBL,0,0,0
MANPASAND,0,0,51376
JUNCTION,0,0,2000
SRESTHA,0,0,840
SAUMYA,0,0,50
MUL,0,0,0
MISHKA,0,0,1779
SPORTKING,0,0,0
VMV,0,0,243
AMBITION,0,0,16153
SIICL,0,0,1384
JIYAECO,0,0,5649
MDINDUCTO,0,0,5538
LOYAL,0,0,3278
GPCL,0,0,2081
MRSS,0,0,1653
CHEMIESYNT,0,0,0
GPL,0,0,0
JEL,0,0,0
NIRVIKARA,0,0,61399
SCFL,0,0,5744
SURYAINDIA,0,0,0
ADANITRANS,0,0,272300
STARDELTA,0,0,734
AMRAFIN,0,0,23575
CONCRETE,0,0,91
PCPROD,0,0,182
SYNGENE,0,0,25914
PECOS,0,0,0
BLFL,0,0,8885
MSL,0,0,4776
KAYA,0,0,5149
ALSTONE,0,0,0
SYMBIOX,0,0,4084
IPRU8895,0,0,0
IPRU2693,0,0,0
ORTINLAABS,0,0,26885
AVI,0,0,0
MJCO,0,0,24813
BINDALAGRO,0,0,48665
OZONEWORLD,0,0,957
AKSPINTEX,0,0,108
ARVINFRA,0,0,28200
POWERMECH,0,0,1448
MINDAFIN,0,0,0
KARTAVYA,0,0,0
RAMASTEEL,0,0,70299
OYEEEE,0,0,9046
NFIL,0,0,14273
UTISENSETF,0,0,181
UTINIFTETF,0,0,30
UNIAUTO,0,0,6095
IPRU8917,0,0,0
IPRU8910,0,0,0
IPRU2715,0,0,0
IPRU2708,0,0,0
VETO,0,0,69628
NAVKARCORP,0,0,18358
PENPEBS,0,0,3720
SHREEPUSHK,0,0,29624
CHPLIND,0,0,82
GUJGAS,0,0,11167
HKT,0,0,0
SADBHIN,0,0,15189
PHL,0,0,160
PRABHAT,0,0,49948
PBFL,0,0,2258
SWARAJAUTO,0,0,0
POLYSPIN,9.456672,275000000,0
SHIVKRUPA,0,0,1674
SKC,0,0,684
SML,0,0,0
MINFY,0,0,67
KRISHNACAP,0,0,1033
ACME,0,0,8
SANGFROID,0,0,16595
KCL,0,0,0
IPRU8923,0,0,0
IPRU8924,0,0,0
IPRU2721,0,0,0
IPRU2722,0,0,0
VISHALBL,0,0,0
BELLACASA,0,0,1551
MALLCOM,0,0,622
PJL,0,0,241
VAL,0,0,10666
CBCSL,0,0,0
SATIN,0,0,90207
DITCO,0,0,0
SWAGTAM,0,0,0
WELPLACE,0,0,16327
KUBERJI,0,0,106072
NEERAJ,0,0,0
SIENERGY,0,0,8147
BSLFEFS6RG,0,0,0
BSLFEFS6RN,0,0,0
BSLFEFS6DG,0,0,0
BSLFEFS6DN,0,0,0
TEJNAKSH,0,0,219
INDOGLOBAL,0,0,0
BRIPORT,0,0,0
RFSL,0,0,0
COFFEEDAY,0,0,21769
IDFCBANK,0,0,947619
KRISHFAB,0,0,23813
BEARDSELL,0,0,631
INDIGO,0,0,85083
IGC,0,0,0
SHK,0,0,38614
DASL,0,0,57
IPRU8937,0,0,0
IPRU8938,0,0,0
IPRU2735,0,0,0
IPRU2736,0,0,0
TFSL,0,0,0
APUNKA,0,0,0
SHREEGANES,0,0,0
GTV,0,0,21
LICNETFN50,0,0,0
PARIKSHA,0,0,0
GEETANJ,0,0,74755
LICNETFSEN,0,0,0
TFLL,0,0,0
GOLDENPROP,0,0,5
ADHARSHILA,0,0,0
SMARTFIN,0,0,333
RAJKOTINV,0,0,0
ADCON,0,0,0
GMLM,0,0,0
HDFCNIFETF,0,0,0
SXETF,0,0,0
UDAYJEW,0,0,4909
MAYUKH,0,0,0
SHAILJA,0,0,0
NAVIGANT,0,0,6250
GROVY,0,0,2
ALKEM,0,0,7308
LALPATHLAB,0,0,13713
NAVKETAN,0,0,53554
SCTL,0,0,31569
CREATIVE,0,0,0
AAYUSH,0,0,1601
KASHIRAM,0,0,0
LUXIND,0,0,640
VALLEY,0,0,0
ABHIINFRA,0,0,20897
APOORVA,0,0,0
BNL,0,0,1110
NH,0,0,7458
FMEC,0,0,0
DDIL,0,0,1
ABHIJIT,0,0,0
ROXY,0,0,0
KAYEL,0,0,0
OFSTECH,0,0,4892
SCL,0,0,0
SIPTL,0,0,0
SHIVA,0,0,11544
MISHTANN,0,0,0
NATECO,0,0,66644
DELTA,0,0,8739
JSLHISAR,0,0,224102
ORACLECR,0,0,0
IPPL,0,0,0
CHAMAK,0,0,0
BLUECLOUDS,0,0,0
AINFRA,0,0,26
BCLENTERPR,0,0,0
IPRU8957,0,0,0
IPRU8958,0,0,0
IPRU2755,0,0,0
IPRU2756,0,0,0
AARCOM,0,0,0
PRECAM,0,0,12255
BVL,0,0,0
TEAMLEASE,0,0,3525
VIDLI,0,0,8571
SAHYOG,0,0,2142
ACEMEN,0,0,0
BFLDEV,0,0,0
RGF,0,0,0
RCL,0,0,0
QUICKHEAL,0,0,110787
KAPILRAJ,0,0,792
GANGAPHARM,0,0,3724
DAL,0,0,0
SESL,0,0,714
SHIVKAMAL,0,0,0
KPEL,0,0,3569
RGCEL,0,0,0
IFINSER,0,0,256
ALORA,0,0,5739
AIRL,0,0,38635
IPRU2766,0,0,0
IPRU2767,0,0,0
IPRU8968,0,0,0
IPRU8969,0,0,0
HYPERSOFT,0,0,33
GOKULAGRO,0,0,29068
FREDUN,0,0,11
SIMBHALS,-1.1395582,1276159872,47328
RELICAB,0,0,0
VKAL,0,0,0
MODCL,0,0,0
MNIL,0,0,0
DARJEELING,0,0,0
ADVIK,0,0,0
LICNFNHGP,0,0,0
PDMJEPAPER,0,0,16394
DUNE,0,0,120564
HCG,0,0,0
KDML,0,0,0
UMIYA,0,0,8461
BHARATWIRE,0,0,7056
CHDCHEM,0,0,2982
INFIBEAM,0,0,237426
RADHEY,0,0,0
MUDRA,0,0,0
SICLTD,0,0,17224
BALGOPAL,0,0,0
SUPERIOR,0,0,0
RUBY,1.4311339,627000000,325
RRML,0,0,5311
DRREDDYBBPH,0,0,0
FRANKLIN,0,0,5614
EILBBPH,0,0,0
LANCER,0,0,8307
SYSCO,0,0,19076
NINSYS,0,0,11967
EQUITAS,0,0,383221
GOLDENCAP,0,0,1
HALDER,0,0,0
SKIL,0,0,3641
iSensex,0,0,57
TATAMTRDVR,0,0,291422
FRLDVR,0,0,0
GUJNREDVR,0,0,18687
JISLDVREQS,0,0,21930
STAN,0,0,7168
KARURVYSYA,0,0,23098
TIDEWATER,0,0,977
AMRUTANJAN,0,0,4625
MOVINGPI,-11.714286,10743148,276
XPROINDIA,0,0,5939
HISARMET,17.824074,69300000,11444
BHARATRAS,0,0,531
EASTSILK,-0.8430034,195012928,10664
FACT,0,0,12904
GINNIFILA,0,0,108428
NICCO,0,0,5833
SPIC,0,0,55042
DENORA,17.75713,1937351552,3788
TIRFOAM,10.876436,131717992,323
VISUINTL,-0.19554344,32963800,4629
KAVVERITEL,0,0,1431
HARITASEAT,0,0,1784
SMRUTHI,59.605263,432094048,1688
SAKSOFT,12.712493,2189730048,4284
SALONACOT,0,0,2768
GREENFIRE,0,0,20634
BRUSHMAN,-0.5241379,8246000,3066
ANDHRSUGAR,0,0,69041
DUNCANSLTD,0,0,313
IMPAL,26.601307,7110745088,673
KCP,13.16807,12292632576,77054
KHAITANLTD,-0.6411062,48450000,630
RADAAN,0,0,7435
SUNDARMFIN,26.812725,1.56368E+11,9857
SUNDRMBRAK,787.6652,2110506112,6762
WHEELS,37.78672,15541275648,3021
LAMBODHARA,20.20202,875960000,16274
MAITHANALL,0,0,20739
EASTERNGAS,13.181818,413249984,2908
BRAHMANAN,1.3946588,65807988,4354
LOHIASEC,-72.72727,229344000,487
MAVENSBIO,82.5,72547200,4037
KANCOENT,-0.18936634,27971422,1839
ORISSAMINE,0,0,3145
ELLENBARR,-12.5053215,1538493312,50
ADINATHBI,31.42857,48563460,20084
SWAGRO,0,0,23026
TRINETHRA,0.16634052,10975030,2937
FARMAXIND,-0.6111111,44913000,425471
NIFTYBEES,0,0,1280
JUNIORBEES,0,0,551
BANKBEES,0,0,72
KOTAKPSUBK,0,0,805
PSUBNKBEES,0,0,88
SHARIABEES,0,0,106
QNIFTY,0,0,3
VAISHNAVI,0,0,5242
M50,0,0,359
7SEAS,0,0,5287
PROVEST,0,0,117
ASHIKACR,0,0,105
RUNEECHA,0,0,14
GRADIENTE,0,0,24363
SHREETULSI,0,0,5
KANCOTEA,0,0,602
JAYMAHESH,0,0,0
GENERAAGRI,0,0,6487
MADRASFERT,0,0,34985
JDL,0,0,0
GSL,0,0,0
KKIL,0,0,0
AUTUMN,0,0,0
LEAP,0,0,0
DEKSON,0,0,0
PCPL,0,0,0
SUPERNOVA,0,0,0
MCL,0,0,0
KDTWL,0,0,0
RICHWAY,0,0,0
GOKULSOL,0,0,0
CITYON,0,0,0
HASJUICE,0,0,0
SANASATECH,0,0,0
WEBSL,0,0,0
PSAL,0,0,0
ADHIRAJ,0,0,0
JIGYASA,0,0,0
PRITIKAST,0,0,0
LEGACY,0,0,0
